Filename,Title,Description,Board,Destination link,Publish UTC,Keywords,Media URL
11-calmer_bedtime_kit_poster.jpg,A calmer bedtime routine for kids,Gentle visual supports to help bedtime feel more predictable and less stressful.,REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-28T13:00:00,"bedtime routine printable, calm bedtime, visual schedule kids",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/11-calmer_bedtime_kit_poster.jpg
12-make_brushing_easier_calm_toothbrushing_kit.jpg,Make tooth brushing easier,"A calm tooth brushing kit with simple visuals, comfort ideas and communication support.",REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-28T20:00:00,"tooth brushing printable, sensory support, routine for kids",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/12-make_brushing_easier_calm_toothbrushing_kit.jpg
13-back_to_school_calm_bundle.jpg,Back to school calm bundle,"A bundle of calm printable supports for school transitions, routines and hard moments.",REPLACE_WITH_EXISTING_SCHOOL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-29T13:00:00,"back to school bundle, school routine printable, calm parenting",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/13-back_to_school_calm_bundle.jpg
14-daily_school_routine_bundle.jpg,Daily school routine bundle,"Support mornings, school drop-off and everyday school routines with one calm bundle.",REPLACE_WITH_EXISTING_SCHOOL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-29T20:00:00,"school routine bundle, school mornings, drop off support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/14-daily_school_routine_bundle.jpg
15-next_comes_calm_school_bundle.jpg,Starting school bundle for kids,A calm printable bundle to help kids prepare for starting school with more confidence.,REPLACE_WITH_EXISTING_SCHOOL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-30T13:00:00,"starting school bundle, first day of school, school prep",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/15-next_comes_calm_school_bundle.jpg
16-school_bus_routine_bundle.jpg,School bus routine bundle,Help bus rides and school transitions feel easier with calm printable supports.,REPLACE_WITH_EXISTING_SCHOOL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-30T20:00:00,"school bus bundle, school transition printable, calm support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/16-school_bus_routine_bundle.jpg
17-evening_routine_bundle_for_calm_kids.jpg,Evening routine bundle for calmer nights,Bedtime and tooth brushing support in one easy bundle for calmer evenings.,REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-31T13:00:00,"evening routine bundle, bedtime routine, tooth brushing printable",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/17-evening_routine_bundle_for_calm_kids.jpg
18-out_about_calm_bundle.jpg,Out and about calm bundle,"Practical printable supports for errands, appointments and everyday outings with kids.",REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-08-31T20:00:00,"out and about bundle, grocery store printable, haircut support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/18-out_about_calm_bundle.jpg
19-healthcare_visits_bundle_poster.jpg,Healthcare visits bundle,"Help appointments feel more predictable with calm printable supports for doctor, dentist and vaccination visits.",REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-09-01T13:00:00,"doctor dentist vaccine printable, healthcare visit support, autism support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/19-healthcare_visits_bundle_poster.jpg
20-no_printer_required_calm_kits_anywhere.jpg,No printer required calm kits,"Use calm printable supports on your phone, tablet or iPad - and print only if it helps.",REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-09-01T20:00:00,"no printer required, digital printable, calm parenting tools",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/20-no_printer_required_calm_kits_anywhere.jpg
21-visual_supports_for_hard_moments.jpg,Visual supports for hard moments,"Simple printable supports for transitions, routines and stressful family moments.",REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-09-02T13:00:00,"visual supports kids, calm parenting printable, autism support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/21-visual_supports_for_hard_moments.jpg
22-calm_support_for_every_routine.jpg,Calm support for everyday routines,Parent-friendly printable visual supports for the routines that feel hardest.,REPLACE_WITH_EXISTING_GENERAL_BOARD,REPLACE_WITH_LIVE_ETSY_URL,2026-09-02T20:00:00,"routine printable, calm kids, parent support",https://raw.githubusercontent.com/NextComesCalm/Ncc-pinterest-assets/main/images/22-calm_support_for_every_routine.jpg
